dissemination_identifier,execution_timestamp_utc,execution_month,effective_date,expiration_date,tenor_days,tenor_months_rounded,tenor_years_exact,tenor_label,swap_format_inferred,fixed_rate_decimal,fixed_rate_pct,notional_usd,currency,underlier_name_norm,index_family_norm,cpi_lag_months_inferred,index_convention_inferred,source_file,platform_identifier,cleared
1504415185000000201,2025-12-19T18:21:00Z,2025-12,2025-12-01,2035-12-01,3652,120,9.998631,10Y,YYIS,0.025,2.5,1000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1504415186000000301,2025-12-19T18:21:00Z,2025-12,2025-12-01,2035-12-01,3652,120,9.998631,10Y,YYIS,0.025,2.5,1000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1504582936000000301,2025-12-19T19:13:56Z,2025-12,2025-12-08,2055-12-08,10957,360,29.998631,30Y,YYIS,0.024135,2.4135,280000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1504612927000000101,2025-12-19T19:22:37Z,2025-12,2025-12-23,2030-12-23,1826,60,4.999316,5Y,YYIS,0.023572,2.3572,5000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1504640349000000101,2025-12-19T19:32:14Z,2025-12,2025-12-23,2035-12-23,3652,120,9.998631,10Y,YYIS,0.02406,2.406,4000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1504764019000000101,2025-12-19T20:12:52Z,2025-12,2025-12-23,2035-12-23,3652,120,9.998631,10Y,YYIS,0.02408,2.408,4000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1504788065000000401,2025-12-19T20:27:52Z,2025-12,2025-12-23,2027-12-23,730,24,1.998631,2Y,YYIS,0.023202,2.3202,800000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1516826940000000201,2025-12-22T14:25:34Z,2025-12,2025-12-15,2030-12-15,1826,60,4.999316,5Y,YYIS,0.024,2.4,1000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1516853947000000201,2025-12-22T14:35:32Z,2025-12,2025-12-15,2035-12-15,3652,120,9.998631,10Y,YYIS,0.024,2.4,1000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1516864850000000901,2025-12-22T14:44:28Z,2025-12,2025-12-15,2035-12-15,3652,120,9.998631,10Y,YYIS,0.025,2.5,1000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1516911100000000901,2025-12-22T15:18:10Z,2025-12,2025-12-01,2035-12-01,3652,120,9.998631,10Y,YYIS,0.025,2.5,1000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1516911101000001001,2025-12-22T15:18:10Z,2025-12,2025-12-01,2035-12-01,3652,120,9.998631,10Y,YYIS,0.025,2.5,1000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1516966038000000401,2025-12-22T15:55:04Z,2025-12,2025-12-01,2030-12-01,1826,60,4.999316,5Y,YYIS,0.025,2.5,2000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1516966039000000501,2025-12-22T15:55:04Z,2025-12,2025-12-01,2030-12-01,1826,60,4.999316,5Y,YYIS,0.025,2.5,1000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1518455059000000101,2025-12-22T18:47:08Z,2025-12,2025-12-24,2026-12-24,365,12,0.999316,1Y,YYIS,0.02278,2.278,100000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1518767010000000101,2025-12-22T20:45:27Z,2025-12,2025-04-15,2027-04-15,730,24,1.998631,2Y,YYIS,0.024492,2.4492,2000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1519222828000000201,2025-12-22T21:25:05Z,2025-12,2025-06-15,2055-06-15,10957,360,29.998631,30Y,YYIS,0.024205,2.4205,2000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1529773924000000501,2025-12-23T13:38:59Z,2025-12,2025-12-15,2030-12-15,1826,60,4.999316,5Y,YYIS,0.024,2.4,3000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1530152077000000401,2025-12-23T14:33:39Z,2025-12,2025-12-15,2035-12-15,3652,120,9.998631,10Y,YYIS,0.024,2.4,1000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1530152078000000501,2025-12-23T14:33:39Z,2025-12,2025-12-15,2030-12-15,1826,60,4.999316,5Y,YYIS,0.024,2.4,3000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1530208494000000901,2025-12-23T14:42:33Z,2025-12,2025-12-29,2055-12-29,10957,360,29.998631,30Y,YYIS,0.02414,2.414,150000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1530240483000001101,2025-12-23T14:47:54Z,2025-12,2023-10-17,2028-10-17,1827,60,5.002053,5Y,YYIS,0.0257,2.57,300000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1530240484000001201,2025-12-23T14:47:54Z,2025-12,2023-10-17,2033-10-17,3653,120,10.001369,10Y,YYIS,0.0262,2.62,230000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1530271812000001601,2025-12-23T14:54:40Z,2025-12,2025-12-29,2035-12-29,3652,120,9.998631,10Y,YYIS,0.0238825,2.38825,5000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,GSEF,I
1530636038000000301,2025-12-23T16:44:41Z,2025-12,2025-12-29,2035-12-29,3652,120,9.998631,10Y,YYIS,0.02393,2.393,710000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1530668462000001101,2025-12-23T16:48:33Z,2025-12,2025-12-29,2035-12-29,3652,120,9.998631,10Y,YYIS,0.023975,2.3975,4000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1531554555000000101,2025-12-23T17:42:13Z,2025-12,2025-09-10,2030-09-10,1826,60,4.999316,5Y,ZCIS,0.02646,2.646,380000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,December_CFTC_121744.zip,BILT,I
1531606413000000101,2025-12-23T17:48:13Z,2025-12,2025-09-10,2035-09-10,3652,120,9.998631,10Y,ZCIS,0.025645,2.5645,380000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,December_CFTC_121744.zip,BILT,I
1531787703000000301,2025-12-23T18:01:35Z,2025-12,2025-12-29,2029-12-29,1461,48,4.0,4Y,YYIS,0.023403,2.3403,4000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1532015992000000101,2025-12-23T18:53:39Z,2025-12,2025-12-01,2035-12-01,3652,120,9.998631,10Y,YYIS,0.025,2.5,800000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1532015993000000201,2025-12-23T18:53:39Z,2025-12,2025-12-01,2035-12-01,3652,120,9.998631,10Y,YYIS,0.025,2.5,700000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1558438407000000201,2025-12-26T12:52:47Z,2025-12,2025-12-15,2030-12-15,1826,60,4.999316,5Y,YYIS,0.024,2.4,1000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1559349451000000201,2025-12-26T18:03:33Z,2025-12,2025-06-15,2055-06-15,10957,360,29.998631,30Y,YYIS,0.02432,2.432,5000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1559349452000000301,2025-12-26T18:03:43Z,2025-12,2025-06-15,2035-06-15,3652,120,9.998631,10Y,YYIS,0.02439,2.439,4000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1559374262000000201,2025-12-26T19:21:53Z,2025-12,2025-12-30,2030-12-30,1826,60,4.999316,5Y,YYIS,0.02328,2.328,4000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1570798117000000101,2025-12-29T14:06:32Z,2025-12,2025-12-15,2030-12-15,1826,60,4.999316,5Y,YYIS,0.024,2.4,5000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1570861322000000401,2025-12-29T14:34:20Z,2025-12,2025-12-31,2035-12-31,3652,120,9.998631,10Y,ZCIS,0.023815,2.3815,5000000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,December_CFTC_121744.zip,BGCD,I
1570861323000000501,2025-12-29T14:34:20Z,2025-12,2025-12-31,2035-12-31,3652,120,9.998631,10Y,ZCIS,0.023815,2.3815,5000000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,December_CFTC_121744.zip,BGCD,N
1570868489000000501,2025-12-29T14:34:20Z,2025-12,2025-12-31,2035-12-31,3652,120,9.998631,10Y,ZCIS,0.023815,2.3815,5000000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,December_CFTC_121744.zip,BGCD,I
1570937166000000101,2025-12-29T15:34:55Z,2025-12,2025-12-15,2030-12-15,1826,60,4.999316,5Y,YYIS,0.025,2.5,4000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1570937167000000201,2025-12-29T15:34:55Z,2025-12,2025-12-15,2055-12-15,10957,360,29.998631,30Y,YYIS,0.025,2.5,600000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1571504013000000201,2025-12-29T17:19:17Z,2025-12,2025-12-31,2055-12-31,10957,360,29.998631,30Y,YYIS,0.02406,2.406,280000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1572067464000000101,2025-12-29T17:50:23Z,2025-12,2025-12-31,2035-12-31,3652,120,9.998631,10Y,YYIS,0.023765,2.3765,1000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1572110613000000101,2025-12-29T17:51:51Z,2025-12,2025-12-31,2029-12-31,1461,48,4.0,4Y,YYIS,0.023068,2.3068,5000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1583542470000000101,2025-12-30T12:55:54Z,2025-12,2025-12-05,2035-12-05,3652,120,9.998631,10Y,YYIS,0.02416,2.416,340000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1583542471000000201,2025-12-30T12:55:54Z,2025-12,2025-12-05,2035-12-05,3652,120,9.998631,10Y,YYIS,0.02416,2.416,550000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1583542472000000301,2025-12-30T12:55:54Z,2025-12,2025-12-05,2035-12-05,3652,120,9.998631,10Y,YYIS,0.02416,2.416,90000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1583542473000000401,2025-12-30T12:55:54Z,2025-12,2025-11-25,2035-11-25,3652,120,9.998631,10Y,YYIS,0.024295,2.4295,1000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1583542474000000501,2025-12-30T12:55:54Z,2025-12,2025-12-05,2035-12-05,3652,120,9.998631,10Y,YYIS,0.02416,2.416,980000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1583542475000000601,2025-12-30T12:55:54Z,2025-12,2025-11-25,2035-11-25,3652,120,9.998631,10Y,YYIS,0.024295,2.4295,330000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1583542476000000701,2025-12-30T12:55:54Z,2025-12,2025-11-25,2035-11-25,3652,120,9.998631,10Y,YYIS,0.024295,2.4295,590000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1583542477000000801,2025-12-30T12:55:54Z,2025-12,2025-11-25,2035-11-25,3652,120,9.998631,10Y,YYIS,0.024295,2.4295,120000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1584584607000000401,2025-12-30T15:05:05Z,2025-12,2025-12-15,2030-12-15,1826,60,4.999316,5Y,YYIS,0.024,2.4,3000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1584669818000000901,2025-12-30T15:27:12Z,2025-12,2025-07-17,2030-07-17,1826,60,4.999316,5Y,YYIS,0.02689,2.689,340000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1584669819000001001,2025-12-30T15:27:12Z,2025-12,2025-04-15,2030-04-15,1826,60,4.999316,5Y,YYIS,0.02429,2.429,120000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1584669820000001101,2025-12-30T15:27:12Z,2025-12,2025-09-09,2030-09-09,1826,60,4.999316,5Y,YYIS,0.026315,2.6315,2000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1584669821000001201,2025-12-30T15:27:12Z,2025-12,2025-09-02,2030-09-02,1826,60,4.999316,5Y,YYIS,0.027297,2.7297,400000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1584669822000001301,2025-12-30T15:27:12Z,2025-12,2025-04-09,2029-04-09,1461,48,4.0,4Y,YYIS,0.023964,2.3964,280000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1584669823000001401,2025-12-30T15:27:12Z,2025-12,2025-04-15,2030-04-15,1826,60,4.999316,5Y,YYIS,0.0239,2.39,620000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1584669824000001501,2025-12-30T15:27:12Z,2025-12,2024-04-15,2029-04-15,1826,60,4.999316,5Y,YYIS,0.025272,2.5272,1000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1584669825000001601,2025-12-30T15:27:12Z,2025-12,2024-04-15,2029-04-15,1826,60,4.999316,5Y,YYIS,0.027235,2.7235,400000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1585430677000000301,2025-12-30T17:27:20Z,2025-12,2026-01-02,2036-01-02,3652,120,9.998631,10Y,YYIS,0.02382,2.382,780000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1586275208000000401,2025-12-30T19:02:09Z,2025-12,2025-12-22,2030-12-22,1826,60,4.999316,5Y,YYIS,0.0233,2.33,2000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1586383925000000401,2025-12-30T19:40:25Z,2025-12,2025-09-09,2030-09-09,1826,60,4.999316,5Y,ZCIS,0.0262,2.62,3000000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,December_CFTC_121744.zip,BILT,I
1586383923000000201,2025-12-30T19:40:27Z,2025-12,2025-09-09,2035-09-09,3652,120,9.998631,10Y,ZCIS,0.025475,2.5475,3000000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,December_CFTC_121744.zip,BILT,I
1586383188000000101,2025-12-30T19:40:42Z,2025-12,2026-01-02,2056-01-02,10957,360,29.998631,30Y,YYIS,0.02411,2.411,170000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1586535507000000601,2025-12-30T19:50:55Z,2025-12,2025-09-09,2030-09-09,1826,60,4.999316,5Y,ZCIS,0.0262,2.62,3000000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,December_CFTC_121744.zip,BILT,I
1586705404000000801,2025-12-30T19:50:55Z,2025-12,2025-09-09,2030-09-09,1826,60,4.999316,5Y,ZCIS,0.0262,2.62,3000000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,December_CFTC_121744.zip,BILT,I
1586535504000000301,2025-12-30T19:53:31Z,2025-12,2025-09-09,2035-09-09,3652,120,9.998631,10Y,ZCIS,0.025475,2.5475,3000000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,December_CFTC_121744.zip,BILT,I
1586705403000000701,2025-12-30T19:53:31Z,2025-12,2025-09-09,2035-09-09,3652,120,9.998631,10Y,ZCIS,0.025475,2.5475,3000000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,December_CFTC_121744.zip,BILT,I
1596443894000000101,2025-12-31T12:53:34Z,2025-12,2026-01-15,2031-01-15,1826,60,4.999316,5Y,YYIS,0.023,2.3,4000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1596443895000000201,2025-12-31T12:53:34Z,2025-12,2025-12-15,2030-12-15,1826,60,4.999316,5Y,YYIS,0.024,2.4,4000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1597374964000000201,2025-12-31T14:20:29Z,2025-12,2025-08-27,2026-08-27,365,12,0.999316,1Y,YYIS,0.0343375,3.43375,3000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1597374965000000301,2025-12-31T14:20:29Z,2025-12,2025-10-29,2030-10-29,1826,60,4.999316,5Y,YYIS,0.025145,2.5145,800000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1597508218000000101,2025-12-31T14:34:02Z,2025-12,2024-10-15,2027-10-15,1095,36,2.997947,3Y,YYIS,0.029242,2.9242,2000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1597508219000000201,2025-12-31T14:34:02Z,2025-12,2024-10-15,2027-10-15,1095,36,2.997947,3Y,YYIS,0.027707,2.7707,390000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1597508220000000301,2025-12-31T14:34:02Z,2025-12,2022-12-12,2027-12-12,1826,60,4.999316,5Y,YYIS,0.026065,2.6065,1000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1597508221000000401,2025-12-31T14:34:02Z,2025-12,2025-01-29,2027-01-29,730,24,1.998631,2Y,YYIS,0.02589,2.589,2000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1597508222000000501,2025-12-31T14:34:02Z,2025-12,2023-05-22,2028-05-22,1827,60,5.002053,5Y,YYIS,0.02421,2.421,3000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1597508223000000601,2025-12-31T14:34:02Z,2025-12,2025-04-15,2027-04-15,730,24,1.998631,2Y,YYIS,0.024492,2.4492,2000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1597508224000000701,2025-12-31T14:34:02Z,2025-12,2025-09-12,2027-09-12,730,24,1.998631,2Y,YYIS,0.029077,2.9077,300000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1597508225000000801,2025-12-31T14:34:02Z,2025-12,2024-10-15,2029-10-15,1826,60,4.999316,5Y,YYIS,0.02538,2.538,300000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1597508226000000901,2025-12-31T14:34:02Z,2025-12,2025-05-12,2027-05-12,730,24,1.998631,2Y,YYIS,0.029152,2.9152,1000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1597508227000001001,2025-12-31T14:34:02Z,2025-12,2024-07-15,2027-07-15,1095,36,2.997947,3Y,YYIS,0.026457,2.6457,4000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1597508228000001101,2025-12-31T14:34:02Z,2025-12,2024-04-15,2027-04-15,1095,36,2.997947,3Y,YYIS,0.02899,2.899,3000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1597610369000000201,2025-12-31T14:49:52Z,2025-12,2026-01-05,2036-01-05,3652,120,9.998631,10Y,YYIS,0.023925,2.3925,2000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1597697633000000701,2025-12-31T15:17:41Z,2025-12,2025-06-15,2055-06-15,10957,360,29.998631,30Y,YYIS,0.024335,2.4335,5000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1597701069000000401,2025-12-31T15:20:48Z,2025-12,2024-04-15,2029-04-15,1826,60,4.999316,5Y,YYIS,0.027235,2.7235,430000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1597701070000000501,2025-12-31T15:20:48Z,2025-12,2024-04-15,2029-04-15,1826,60,4.999316,5Y,YYIS,0.027235,2.7235,92000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1597701071000000601,2025-12-31T15:20:48Z,2025-12,2024-04-15,2029-04-15,1826,60,4.999316,5Y,YYIS,0.027505,2.7505,4000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1597701072000000701,2025-12-31T15:20:48Z,2025-12,2024-04-15,2029-04-15,1826,60,4.999316,5Y,YYIS,0.0253625,2.53625,96000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1597701073000000801,2025-12-31T15:20:48Z,2025-12,2024-04-15,2029-04-15,1826,60,4.999316,5Y,YYIS,0.027235,2.7235,190000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1597701074000000901,2025-12-31T15:20:48Z,2025-12,2024-04-15,2029-04-15,1826,60,4.999316,5Y,YYIS,0.026875,2.6875,92000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1597701075000001001,2025-12-31T15:20:48Z,2025-12,2024-04-15,2029-04-15,1826,60,4.999316,5Y,YYIS,0.027505,2.7505,75000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1597701076000001101,2025-12-31T15:20:48Z,2025-12,2024-04-15,2029-04-15,1826,60,4.999316,5Y,YYIS,0.026695,2.6695,130000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1597701077000001201,2025-12-31T15:20:48Z,2025-12,2024-04-15,2029-04-15,1826,60,4.999316,5Y,YYIS,0.027505,2.7505,440000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1597701079000001401,2025-12-31T15:20:48Z,2025-12,2024-04-15,2029-04-15,1826,60,4.999316,5Y,YYIS,0.027505,2.7505,160000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1597701080000001501,2025-12-31T15:20:48Z,2025-12,2024-04-15,2029-04-15,1826,60,4.999316,5Y,YYIS,0.027505,2.7505,4000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1597701081000001601,2025-12-31T15:20:48Z,2025-12,2024-04-15,2029-04-15,1826,60,4.999316,5Y,YYIS,0.02648,2.648,1900.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1597701082000001701,2025-12-31T15:20:48Z,2025-12,2024-04-15,2029-04-15,1826,60,4.999316,5Y,YYIS,0.027235,2.7235,4000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
1597701083000001801,2025-12-31T15:20:48Z,2025-12,2024-04-15,2029-04-15,1826,60,4.999316,5Y,YYIS,0.026695,2.6695,920000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,December_CFTC_121744.zip,TWSF,I
